user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.124	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_963622535.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp963622535	90.36	0.715	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963650525.1, s__Succinivibrio sp963650525, 95.0, 88.02, 0.531; GCA_963639245.1, s__Succinivibrio sp963639245, 95.0, 87.21, 0.423	84.11	11	0.99813	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.148	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_014858325.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp014858325	91.39	0.706	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 86.25, 0.412; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 86.0, 0.259; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 85.09, 0.326; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 84.94, 0.32; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 84.91, 0.323; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.91, 0.205; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 84.8, 0.337; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.79, 0.288; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.69, 0.293; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.31, 0.196; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 84.28, 0.232; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.25, 0.265; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.17, 0.243; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 84.07, 0.272; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 84.05, 0.199; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 84.0, 0.227; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.97, 0.233; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.91, 0.203; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.8, 0.272; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.73, 0.308; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 83.66, 0.222; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.49, 0.232; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 83.47, 0.157; GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 83.44, 0.165; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.41, 0.271; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.35, 0.239; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 83.25, 0.192; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 83.19, 0.2; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.18, 0.214; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.17, 0.226; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 83.11, 0.236; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 83.09, 0.219; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.08, 0.194; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 83.06, 0.239; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.04, 0.213; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 83.04, 0.158; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 83.0, 0.22; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 82.99, 0.176; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 82.96, 0.221; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.81, 0.204; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.78, 0.221; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.78, 0.215; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.77, 0.224; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.76, 0.256; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.71, 0.208; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.67, 0.204; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.66, 0.213; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.63, 0.189; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.46, 0.182; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.45, 0.229; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.41, 0.209; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 82.13, 0.175; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 81.94, 0.19; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.64, 0.182; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.54, 0.171	85.33	11	0.99639	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.152	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963597485	GCA_963597485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963597485	95.84	0.799	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963658695.1, s__CAG-791 sp963658695, 95.0, 85.1, 0.406; GCA_963629395.1, s__CAG-791 sp963629395, 95.0, 89.72, 0.6; GCA_963624875.1, s__CAG-791 sp963624875, 95.0, 94.66, 0.731	N/A	N/A	N/A	N/A
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.153	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963619585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963619585	90.0	0.667	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963622445.1, s__Colicola sp963622445, 95.0, 87.3, 0.603; GCA_963659655.1, s__Colicola sp963659655, 95.0, 86.7, 0.264; GCA_963591775.1, s__Colicola sp963591775, 95.0, 82.69, 0.222; GCA_963622435.1, s__Colicola sp963622435, 95.0, 82.44, 0.156	93.05	11	0.99607	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.172	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963625935.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp963625935	93.08	0.883	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963651485.1, s__Alloprevotella sp963651485, 95.0, 88.34, 0.677; GCA_963632255.1, s__Alloprevotella sp963632255, 95.0, 81.58, 0.235	95.25	11	0.99794	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.concoct.197	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp945910225	GCA_945910225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp945910225	95.08	0.804	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 92.19, 0.725; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 87.16, 0.433; GCF_009680455.1, s__Lachnospira eligens_A, 95.58, 86.12, 0.393; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 86.08, 0.353; GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 86.76, 0.398; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 87.14, 0.399; GCF_000146185.1, s__Lachnospira eligens, 95.0, 86.14, 0.382; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 87.27, 0.392	N/A	N/A	N/A	N/A
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.057	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036312945.1, s__Anaerostipes hadrus_C, 95.0, 88.94, 0.551; GCF_030296915.1, s__Anaerostipes hadrus, 95.0, 88.6, 0.52; GCA_902362875.1, s__Anaerostipes sp900066705, 95.0, 88.18, 0.474; GCA_019423795.1, s__Anaerostipes sp019423795, 95.0, 87.81, 0.526; GCF_025567365.1, s__Anaerostipes amylophilus, 95.0, 87.56, 0.467	83.9	11	0.99291	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.077	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963588155	GCA_963588155.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963588155	96.23	0.85	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963660075.1, s__Prevotella sp963660075, 95.0, 93.99, 0.779; GCA_963635115.1, s__Prevotella sp963635115, 95.0, 86.5, 0.514; GCA_963599465.1, s__Prevotella sp963599465, 95.0, 86.96, 0.557; GCA_963593695.1, s__Prevotella sp963593695, 95.0, 91.1, 0.713	N/A	N/A	N/A	N/A
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.080_sub	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963630805.1, s__Collinsella sp963630805, 95.0, 90.47, 0.707; GCA_963617695.1, s__Collinsella sp963617695, 95.0, 88.12, 0.492	81.53	11	0.98047	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.083_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_963615155.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp963615155	92.17	0.717	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 88.13, 0.464; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 85.27, 0.415; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 84.81, 0.393; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 83.23, 0.304; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 82.7, 0.302; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 80.66, 0.157; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 80.33, 0.169	89.69	11	0.99922	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.104_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900547255	GCA_900547255.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900547255	95.59	0.761	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934359185.1, s__Lachnospira sp934359185, 95.0, 89.96, 0.64	N/A	N/A	N/A	N/A
WILDCHIMP_A05_WC33_S33__DASTool_bins.metabat2.124_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	N/A	N/A	N/A	N/A	N/A	GCA_963617435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp963617435	94.95	0.787	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963659325.1, s__Eubacterium_I sp963659325, 95.0, 93.32, 0.734; GCA_963587975.1, s__Eubacterium_I sp963587975, 95.0, 90.57, 0.625; GCF_934295145.1, s__Eubacterium_I sp934295145, 95.0, 88.72, 0.52; GCA_934358495.1, s__Eubacterium_I sp934358495, 95.0, 88.31, 0.498; GCF_003122485.1, s__Eubacterium_I ramulus_A, 95.0, 87.96, 0.379; GCA_022781925.1, s__Eubacterium_I sp022781925, 95.0, 86.29, 0.373; GCA_900546495.1, s__Eubacterium_I sp900546495, 95.0, 86.16, 0.367; GCA_934317205.1, s__Eubacterium_I sp934317205, 95.0, 85.56, 0.356; GCA_902475415.1, s__Eubacterium_I sp902475415, 95.0, 84.58, 0.204; GCF_000469345.1, s__Eubacterium_I ramulus, 95.0, 83.82, 0.273	83.16	11	0.99514	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.007	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp963624605	GCA_963624605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp963624605	97.0	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_902491475.1, s__Fimenecus sp902491475, 95.0, 92.63, 0.734; GCA_004556705.1, s__Fimenecus sp004556705, 95.0, 84.39, 0.422; GCA_963590415.1, s__Fimenecus sp963590415, 95.0, 93.34, 0.815; GCA_934436505.1, s__Fimenecus sp934436505, 95.0, 84.95, 0.46	N/A	N/A	N/A	N/A
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.013	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pararoseburia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963661325.1, s__Pararoseburia sp963661325, 95.0, 93.19, 0.769; GCF_014287435.1, s__Pararoseburia lenta, 95.0, 92.01, 0.666; GCA_934899185.1, s__Pararoseburia sp934899185, 95.0, 90.83, 0.648; GCA_963629085.1, s__Pararoseburia sp963629085, 95.0, 90.44, 0.698; GCA_934352055.1, s__Pararoseburia sp934352055, 95.0, 81.59, 0.174; GCA_900546435.1, s__Pararoseburia sp900546435, 95.0, 80.89, 0.152	84.53	11	0.99542	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_B05_WC34_S34__DASTool_bins.concoct.040	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_963654805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963654805	93.04	0.722	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963624185.1, s__Cryptobacteroides sp963624185, 95.0, 89.95, 0.807; GCA_963635625.1, s__Cryptobacteroides sp963635625, 95.0, 84.91, 0.44; GCA_963615835.1, s__Cryptobacteroides sp963615835, 95.0, 83.22, 0.231	92.57	11	0.99926	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
